Code,Name,Year,Indicator,Indicator code,Value
600000,LUBELSKIE,2004,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.4
600000,LUBELSKIE,2005,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.9
600000,LUBELSKIE,2006,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.2
600000,LUBELSKIE,2007,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.8
600000,LUBELSKIE,2008,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.8
600000,LUBELSKIE,2009,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.7
600000,LUBELSKIE,2010,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.1
600000,LUBELSKIE,2011,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.6
600000,LUBELSKIE,2012,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.4
600000,LUBELSKIE,2013,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.8
600000,LUBELSKIE,2014,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.1
600000,LUBELSKIE,2015,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.0
600000,LUBELSKIE,2016,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.0
600000,LUBELSKIE,2017,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.0
600000,LUBELSKIE,2018,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.0
600000,LUBELSKIE,2019,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.7
600000,LUBELSKIE,2020,Małżeństwa na 1000 ludności wg lokalizacji,3430,3.8
600000,LUBELSKIE,2021,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.4
600000,LUBELSKIE,2022,Małżeństwa na 1000 ludności wg lokalizacji,3430,
800000,LUBUSKIE,2002,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.4
800000,LUBUSKIE,2003,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.5
800000,LUBUSKIE,2004,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.4
800000,LUBUSKIE,2005,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.9
800000,LUBUSKIE,2006,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.8
800000,LUBUSKIE,2007,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.6
800000,LUBUSKIE,2008,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.9
800000,LUBUSKIE,2009,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.5
800000,LUBUSKIE,2010,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.8
800000,LUBUSKIE,2011,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.1
800000,LUBUSKIE,2012,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.3
800000,LUBUSKIE,2013,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.6
800000,LUBUSKIE,2014,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.8
800000,LUBUSKIE,2015,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.9
800000,LUBUSKIE,2016,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.0
800000,LUBUSKIE,2017,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.9
800000,LUBUSKIE,2018,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.9
800000,LUBUSKIE,2019,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.5
800000,LUBUSKIE,2020,Małżeństwa na 1000 ludności wg lokalizacji,3430,3.5
800000,LUBUSKIE,2021,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.1
800000,LUBUSKIE,2022,Małżeństwa na 1000 ludności wg lokalizacji,3430,
1000000,ŁÓDZKIE,2002,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.9
1000000,ŁÓDZKIE,2003,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.1
1000000,ŁÓDZKIE,2004,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.0
1000000,ŁÓDZKIE,2005,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.2
1000000,ŁÓDZKIE,2006,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.6
1000000,ŁÓDZKIE,2007,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.0
1000000,ŁÓDZKIE,2008,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.4
1000000,ŁÓDZKIE,2009,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.2
1000000,ŁÓDZKIE,2010,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.7
1000000,ŁÓDZKIE,2011,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.0
1000000,ŁÓDZKIE,2012,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.0
1000000,ŁÓDZKIE,2013,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.3
1000000,ŁÓDZKIE,2014,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.5
1000000,ŁÓDZKIE,2015,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.6
1000000,ŁÓDZKIE,2016,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.7
1000000,ŁÓDZKIE,2017,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.7
1000000,ŁÓDZKIE,2018,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.7
1000000,ŁÓDZKIE,2019,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.5
1000000,ŁÓDZKIE,2020,Małżeństwa na 1000 ludności wg lokalizacji,3430,3.6
1000000,ŁÓDZKIE,2021,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.3
1000000,ŁÓDZKIE,2022,Małżeństwa na 1000 ludności wg lokalizacji,3430,
1200000,MAŁOPOLSKIE,2002,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.3
1200000,MAŁOPOLSKIE,2003,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.3
1200000,MAŁOPOLSKIE,2004,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.2
1200000,MAŁOPOLSKIE,2005,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.6
1200000,MAŁOPOLSKIE,2006,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.0
1200000,MAŁOPOLSKIE,2007,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.6
1200000,MAŁOPOLSKIE,2008,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.7
1200000,MAŁOPOLSKIE,2009,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.6
1200000,MAŁOPOLSKIE,2010,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.1
1200000,MAŁOPOLSKIE,2011,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.5
1200000,MAŁOPOLSKIE,2012,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.4
1200000,MAŁOPOLSKIE,2013,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.9
1200000,MAŁOPOLSKIE,2014,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.2
1200000,MAŁOPOLSKIE,2015,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.2
1200000,MAŁOPOLSKIE,2016,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.3
1200000,MAŁOPOLSKIE,2017,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.4
1200000,MAŁOPOLSKIE,2018,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.4
1200000,MAŁOPOLSKIE,2019,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.3
1200000,MAŁOPOLSKIE,2020,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.2
1200000,MAŁOPOLSKIE,2021,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.9
1200000,MAŁOPOLSKIE,2022,Małżeństwa na 1000 ludności wg lokalizacji,3430,
1400000,MAZOWIECKIE,2002,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.1
1400000,MAZOWIECKIE,2003,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.2
1400000,MAZOWIECKIE,2004,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.2
1400000,MAZOWIECKIE,2005,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.4
1400000,MAZOWIECKIE,2006,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.8
1400000,MAZOWIECKIE,2007,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.3
1400000,MAZOWIECKIE,2008,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.5
1400000,MAZOWIECKIE,2009,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.4
1400000,MAZOWIECKIE,2010,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.8
1400000,MAZOWIECKIE,2011,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.2
1400000,MAZOWIECKIE,2012,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.1
1400000,MAZOWIECKIE,2013,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.5
1400000,MAZOWIECKIE,2014,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.7
1400000,MAZOWIECKIE,2015,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.8
1400000,MAZOWIECKIE,2016,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.0
1400000,MAZOWIECKIE,2017,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.1
1400000,MAZOWIECKIE,2018,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.0
1400000,MAZOWIECKIE,2019,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.9
1400000,MAZOWIECKIE,2020,Małżeństwa na 1000 ludności wg lokalizacji,3430,3.8
1400000,MAZOWIECKIE,2021,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.5
1400000,MAZOWIECKIE,2022,Małżeństwa na 1000 ludności wg lokalizacji,3430,
1600000,OPOLSKIE,2002,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.5
1600000,OPOLSKIE,2003,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.5
1600000,OPOLSKIE,2004,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.4
1600000,OPOLSKIE,2005,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.7
1600000,OPOLSKIE,2006,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.4
1600000,OPOLSKIE,2007,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.6
1600000,OPOLSKIE,2008,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.0
1600000,OPOLSKIE,2009,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.0
1600000,OPOLSKIE,2010,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.6
1600000,OPOLSKIE,2011,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.1
1600000,OPOLSKIE,2012,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.3
1600000,OPOLSKIE,2013,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.7
1600000,OPOLSKIE,2014,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.8
1600000,OPOLSKIE,2015,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.9
1600000,OPOLSKIE,2016,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.9
1600000,OPOLSKIE,2017,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.8
1600000,OPOLSKIE,2018,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.8
1600000,OPOLSKIE,2019,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.3
1600000,OPOLSKIE,2020,Małżeństwa na 1000 ludności wg lokalizacji,3430,3.5
1600000,OPOLSKIE,2021,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.1
1600000,OPOLSKIE,2022,Małżeństwa na 1000 ludności wg lokalizacji,3430,
1800000,PODKARPACKIE,2002,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.2
1800000,PODKARPACKIE,2003,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.5
1800000,PODKARPACKIE,2004,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.3
1800000,PODKARPACKIE,2005,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.6
1800000,PODKARPACKIE,2006,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.0
1800000,PODKARPACKIE,2007,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.5
1800000,PODKARPACKIE,2008,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.6
1800000,PODKARPACKIE,2009,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.6
1800000,PODKARPACKIE,2010,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.2
1800000,PODKARPACKIE,2011,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.8
1800000,PODKARPACKIE,2012,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.6
1800000,PODKARPACKIE,2013,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.0
1800000,PODKARPACKIE,2014,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.3
1800000,PODKARPACKIE,2015,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.1
1800000,PODKARPACKIE,2016,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.2
1800000,PODKARPACKIE,2017,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.2
1800000,PODKARPACKIE,2018,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.1
1800000,PODKARPACKIE,2019,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.8
1800000,PODKARPACKIE,2020,Małżeństwa na 1000 ludności wg lokalizacji,3430,3.8
1800000,PODKARPACKIE,2021,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.4
1800000,PODKARPACKIE,2022,Małżeństwa na 1000 ludności wg lokalizacji,3430,
2000000,PODLASKIE,2002,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.0
2000000,PODLASKIE,2003,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.1
2000000,PODLASKIE,2004,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.1
2000000,PODLASKIE,2005,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.4
2000000,PODLASKIE,2006,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.7
2000000,PODLASKIE,2007,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.2
2000000,PODLASKIE,2008,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.6
2000000,PODLASKIE,2009,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.3
2000000,PODLASKIE,2010,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.8
2000000,PODLASKIE,2011,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.2
2000000,PODLASKIE,2012,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.3
2000000,PODLASKIE,2013,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.7
2000000,PODLASKIE,2014,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.1
2000000,PODLASKIE,2015,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.1
2000000,PODLASKIE,2016,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.3
2000000,PODLASKIE,2017,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.0
2000000,PODLASKIE,2018,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.0
2000000,PODLASKIE,2019,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.7
2000000,PODLASKIE,2020,Małżeństwa na 1000 ludności wg lokalizacji,3430,3.8
2000000,PODLASKIE,2021,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.3
2000000,PODLASKIE,2022,Małżeństwa na 1000 ludności wg lokalizacji,3430,
2200000,POMORSKIE,2002,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.1
2200000,POMORSKIE,2003,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.2
2200000,POMORSKIE,2004,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.0
2200000,POMORSKIE,2005,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.5
2200000,POMORSKIE,2006,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.3
2200000,POMORSKIE,2007,Małżeństwa na 1000 ludności wg lokalizacji,3430,7.0
2200000,POMORSKIE,2008,Małżeństwa na 1000 ludności wg lokalizacji,3430,7.2
2200000,POMORSKIE,2009,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.9
2200000,POMORSKIE,2010,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.0
2200000,POMORSKIE,2011,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.4
2200000,POMORSKIE,2012,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.3
2200000,POMORSKIE,2013,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.7
2200000,POMORSKIE,2014,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.0
2200000,POMORSKIE,2015,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.1
2200000,POMORSKIE,2016,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.4
2200000,POMORSKIE,2017,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.4
2200000,POMORSKIE,2018,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.4
2200000,POMORSKIE,2019,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.1
2200000,POMORSKIE,2020,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.0
2200000,POMORSKIE,2021,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.7
2200000,POMORSKIE,2022,Małżeństwa na 1000 ludności wg lokalizacji,3430,
2400000,ŚLĄSKIE,2002,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.8
2400000,ŚLĄSKIE,2003,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.0
2400000,ŚLĄSKIE,2004,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.0
2400000,ŚLĄSKIE,2005,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.4
2400000,ŚLĄSKIE,2006,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.0
2400000,ŚLĄSKIE,2007,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.4
2400000,ŚLĄSKIE,2008,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.7
2400000,ŚLĄSKIE,2009,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.7
2400000,ŚLĄSKIE,2010,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.1
2400000,ŚLĄSKIE,2011,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.5
2400000,ŚLĄSKIE,2012,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.4
2400000,ŚLĄSKIE,2013,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.8
2400000,ŚLĄSKIE,2014,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.0
2400000,ŚLĄSKIE,2015,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.9
2400000,ŚLĄSKIE,2016,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.0
2400000,ŚLĄSKIE,2017,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.9
2400000,ŚLĄSKIE,2018,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.9
2400000,ŚLĄSKIE,2019,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.7
2400000,ŚLĄSKIE,2020,Małżeństwa na 1000 ludności wg lokalizacji,3430,3.7
2400000,ŚLĄSKIE,2021,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.3
2400000,ŚLĄSKIE,2022,Małżeństwa na 1000 ludności wg lokalizacji,3430,
2600000,ŚWIĘTOKRZYSKIE,2002,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.5
2600000,ŚWIĘTOKRZYSKIE,2003,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.4
2600000,ŚWIĘTOKRZYSKIE,2004,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.3
2600000,ŚWIĘTOKRZYSKIE,2005,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.5
2600000,ŚWIĘTOKRZYSKIE,2006,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.1
2600000,ŚWIĘTOKRZYSKIE,2007,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.6
2600000,ŚWIĘTOKRZYSKIE,2008,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.7
2600000,ŚWIĘTOKRZYSKIE,2009,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.5
2600000,ŚWIĘTOKRZYSKIE,2010,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.1
2600000,ŚWIĘTOKRZYSKIE,2011,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.4
2600000,ŚWIĘTOKRZYSKIE,2012,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.3
2600000,ŚWIĘTOKRZYSKIE,2013,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.6
2600000,ŚWIĘTOKRZYSKIE,2014,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.8
2600000,ŚWIĘTOKRZYSKIE,2015,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.7
2600000,ŚWIĘTOKRZYSKIE,2016,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.8
2600000,ŚWIĘTOKRZYSKIE,2017,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.7
2600000,ŚWIĘTOKRZYSKIE,2018,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.7
2600000,ŚWIĘTOKRZYSKIE,2019,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.3
2600000,ŚWIĘTOKRZYSKIE,2020,Małżeństwa na 1000 ludności wg lokalizacji,3430,3.5
2600000,ŚWIĘTOKRZYSKIE,2021,Małżeństwa na 1000 ludności wg lokalizacji,3430,4.2
2600000,ŚWIĘTOKRZYSKIE,2022,Małżeństwa na 1000 ludności wg lokalizacji,3430,
2800000,WARMIŃSKO-MAZURSKIE,2002,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.0
2800000,WARMIŃSKO-MAZURSKIE,2003,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.2
2800000,WARMIŃSKO-MAZURSKIE,2004,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.0
2800000,WARMIŃSKO-MAZURSKIE,2005,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.5
2800000,WARMIŃSKO-MAZURSKIE,2006,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.9
2800000,WARMIŃSKO-MAZURSKIE,2007,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.7
2800000,WARMIŃSKO-MAZURSKIE,2008,Małżeństwa na 1000 ludności wg lokalizacji,3430,7.0
2800000,WARMIŃSKO-MAZURSKIE,2009,Małżeństwa na 1000 ludności wg lokalizacji,3430,6.6
2800000,WARMIŃSKO-MAZURSKIE,2010,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.8
2800000,WARMIŃSKO-MAZURSKIE,2011,Małżeństwa na 1000 ludności wg lokalizacji,3430,5.3
